property_id,location,environment,property_type,nightly_price,features,tags,min_guests,max_guests
P005588,"Sapporo, Japan",mountain,loft,60,"air conditioning,balcony,boot warmers,city view,fireplace,gym,kitchen,mountain view,near metro,sauna,ski in/out,tv,washer dryer,workspace","city center,mid-range,mountain,pet-friendly,quiet,ski,urban",2,4
P005589,"Seoul, South Korea",mountain,hotel,225,"air conditioning,balcony,kitchen,pet friendly,smart lock,tv,washer dryer","business,long stay,luxury,mountain,nature,quiet,urban",1,2
P005590,"Göreme, Turkey",mountain,guesthouse,200,"air conditioning,balcony,hiking trails,kitchen,parking,security,shade courtyard,ski storage,smart lock,washer dryer,wifi","desert,hiking,historic,mid-range,mountain,nature",1,2
P005591,"Madrid, Spain",urban,hotel,160,"breakfast included,elevator,gym,kitchen,pet friendly,smart lock,washer dryer,wifi","budget,city center,near metro,urban",1,2
P005592,"Nice, France",beach,condo,150,"air conditioning,beach access,gym,parking,smart lock,tv,washer dryer,wifi,workspace","beach,budget,long stay,near metro,ocean view,romantic,urban",3,6
P005593,"Brisbane, Australia",beach,bungalow,150,"beach access,breakfast included,city view,elevator,gym,near metro,parking,pet friendly,security,tv,wifi","beach,beachfront,bungalow,business,mid-range,near metro,romantic,urban",3,6
P005594,"Halifax, Canada",coast,studio,150,"24h check-in,balcony,beach access,city view,elevator,kitchen,wifi","budget,city center,coast,long stay,ocean view,romantic,studio,urban",1,1
P005595,"Oslo, Norway",forest,cabin,205,"24h check-in,balcony,elevator,hammocks,panoramic window,wifi,workspace","budget,business,fjord,forest,long stay,nature,quiet,urban",4,8
P005596,"Florence, Italy",urban,riad,120,"balcony,breakfast included,city view,courtyard,elevator,heritage building,near metro,parking,pet friendly,smart lock","historic,long stay,luxury,near metro,riad,urban",1,3
P005597,"Helsinki, Finland",coast,bungalow,195,"24h check-in,city view,elevator,security,wifi,workspace","beachfront,coast,luxury,near metro,pet-friendly,romantic,urban",2,4
P005598,"Winnipeg, Canada",lake,cabin,155,"balcony,city view,dock,gym,lake view,near metro,sauna,smart lock,washer dryer,wifi,workspace","city center,lake,mid-range,near metro,urban",1,2
P005599,"Melbourne, Australia",beach,hotel,245,"24h check-in,balcony,elevator,gym,kitchen,ocean view,outdoor shower,pet friendly,pool,smart lock,washer dryer","beach,budget,city center,family,near metro,ocean view,urban",2,4
P005600,"New Orleans, USA",coast,villa,255,"air conditioning,elevator,kitchen,near metro,parking,washer dryer,workspace","beachfront,business,city center,coast,luxury,romantic,urban",4,9
P005601,"São Paulo, Brazil",urban,loft,160,"breakfast included,city view,elevator,gym,kitchen,near metro,security,smart lock,tv,workspace","business,mid-range,near metro,urban",1,3
P005602,"Portland, USA",forest,hotel,175,"24h check-in,parking,pet friendly,tv,workspace","city center,forest,hiking,long stay,luxury,ski,urban",1,3
P005603,"Bogotá, Colombia",mountain,guesthouse,100,"air conditioning,breakfast included,city view,gym,mountain view,security,ski storage,tv,washer dryer,wifi,workspace","city center,mid-range,mountain,near metro,quiet,ski,urban",1,1
P005604,"Pokhara, Nepal",mountain,apartment,70,"24h check-in,dock,elevator,fireplace,kayaks,lake view,ski storage,smart lock,tv,washer dryer","apartment,hiking,lake,luxury,mountain,ski",1,3
P005605,"Ho Chi Minh City, Vietnam",urban,hotel,195,"24h check-in,breakfast included,city view,elevator,near metro,parking,tv,washer dryer","business,hotel,long stay,mid-range,urban",1,1
P005606,"Los Angeles, USA",beach,villa,380,"beach access,city view,elevator,hot tub,kitchen,near metro,pet friendly,security,smart lock,wifi","beach,beachfront,budget,city center,long stay,mountain,quiet,romantic,ski,urban",4,9
P005607,"Cartagena, Colombia",beach,riad,140,"24h check-in,air conditioning,breakfast included,gym,rooftop terrace,tv,wifi,workspace","beach,family,historic,luxury,ocean view,riad",1,3
P005608,"Naples, Italy",beach,villa,225,"24h check-in,air conditioning,beachfront,city view,kitchen,near metro,parking,pet friendly,tv,wifi,workspace","beach,budget,business,long stay,ocean view,romantic,urban",2,5
P005609,"Abu Dhabi, UAE",beach,studio,245,"air conditioning,city view,gym,kitchen,ocean view,parking,pet friendly,pool,security,washer dryer,workspace","beach,budget,desert,family,long stay,near metro,romantic,urban",1,2
P005610,"Naples, Italy",beach,loft,165,"balcony,breakfast included,kitchen,ocean view,pet friendly,pool,smart lock,tv,washer dryer,workspace","beach,beachfront,budget,city center,family,long stay,urban",2,5
P005611,"Stockholm, Sweden",lake,villa,390,"24h check-in,beachfront,breakfast included,elevator,kayaks,lake view,ocean view,parking,scooter rental,tv,wifi","beachfront,budget,business,family,island,lake,near metro,urban",2,4
P005612,"Auckland, New Zealand",beach,condo,225,"air conditioning,city view,elevator,gym,kitchen,near metro,outdoor shower,pool,smart lock,wifi,workspace","beach,condo,family,mid-range,near metro,ocean view,pet-friendly,urban",3,6
P005613,"Reykjavik, Iceland",coast,apartment,330,"balcony,blackout curtains,panoramic window,parking,pet friendly,pool,security,smart lock,tv,washer dryer","budget,city center,coast,long stay,northern lights,ocean view,romantic,urban",1,3
P005614,"New Orleans, USA",coast,bungalow,185,"24h check-in,city view,elevator,kitchen,near metro,pet friendly,sea view,security,tv,washer dryer","beachfront,budget,business,coast,family,long stay,urban",1,3
P005615,"Bangkok, Thailand",urban,hotel,95,"24h check-in,city view,elevator,kitchen,near metro,parking,smart lock,wifi,workspace","luxury,near metro,pet-friendly,urban",1,1
P005616,"Santiago, Chile",mountain,cabin,65,"24h check-in,balcony,city view,elevator,hiking trails,hot tub,kitchen,near metro,parking,security,tv,washer dryer","business,cabin,long stay,mid-range,mountain,quiet,ski,urban",1,3
P005617,"Lagos, Nigeria",beach,condo,150,"24h check-in,beach access,beachfront,city view,elevator,gym,near metro,parking,smart lock,workspace","beach,beachfront,business,luxury,near metro,romantic,urban",1,2
P005618,"Brighton, UK",beach,studio,125,"24h check-in,air conditioning,elevator,kitchen,parking,security,smart lock,tv","beach,budget,city center,family,pet-friendly,romantic,urban",1,2
P005619,"Barcelona, Spain",beach,condo,230,"24h check-in,air conditioning,kitchen,tv,workspace","beach,beachfront,city center,mid-range,ocean view,pet-friendly,urban",2,4
P005620,"San Diego, USA",beach,bungalow,175,"air conditioning,beachfront,breakfast included,city view,elevator,gym,near metro,smart lock,washer dryer","beach,beachfront,budget,business,pet-friendly,romantic,urban",1,3
P005621,"Halifax, Canada",coast,loft,155,"balcony,city view,elevator,parking,pet friendly,washer dryer","business,coast,family,loft,mid-range,near metro,ocean view,urban",1,3
P005622,"Paris, France",urban,apartment,135,"city view,elevator,gym,near metro,security,washer dryer,wifi,workspace","budget,business,city center,urban",1,2
P005623,"Zanzibar City, Tanzania",beach,condo,100,"24h check-in,breakfast included,elevator,gym,parking,pet friendly,washer dryer,workspace","beach,island,luxury,ocean view,romantic",3,6
P005624,"Leh, India",mountain,chalet,100,"24h check-in,breakfast included,elevator,hot tub,kitchen,security,tv,washer dryer,workspace","desert,luxury,mountain,quiet,ski",6,12
P005625,"Milan, Italy",urban,loft,230,"city view,elevator,gym,kitchen,near metro,pet friendly,smart lock,washer dryer","city center,long stay,luxury,urban",1,2
P005626,"Las Vegas, USA",urban,villa,235,"city view,elevator,near metro,parking,tv,washer dryer,wifi","desert,long stay,luxury,pet-friendly,urban,villa",3,6
P005627,"Athens, Greece",beach,bungalow,190,"air conditioning,balcony,beach access,parking,pet friendly,security,smart lock,wifi","beach,budget,long stay,ocean view,pet-friendly,romantic,urban",2,5
P005628,"San Juan, Puerto Rico",beach,guesthouse,180,"24h check-in,air conditioning,beachfront,elevator,kitchen,near metro,parking,pet friendly,pool,smart lock,workspace","beach,beachfront,budget,business,family,near metro,urban",1,3
P005629,"Abu Dhabi, UAE",beach,condo,185,"24h check-in,balcony,beachfront,breakfast included,city view,elevator,near metro,ocean view,outdoor shower,parking,pet friendly,rooftop terrace,security,wifi","beach,city center,condo,desert,family,long stay,luxury,romantic,urban",1,3
P005630,"Montreal, Canada",lake,townhouse,185,"24h check-in,air conditioning,dock,kayaks,sauna,security,smart lock,tv,washer dryer","budget,lake,long stay,pet-friendly,urban",3,6
P005631,"Helsinki, Finland",coast,guesthouse,115,"24h check-in,air conditioning,balcony,kitchen,near metro,pet friendly,workspace","beachfront,budget,business,coast,long stay,ocean view,urban",3,6
P005632,"Honolulu, USA",beach,apartment,180,"balcony,beachfront,breakfast included,elevator,gym,kitchen,ocean view,outdoor shower,scooter rental,security,washer dryer","beach,beachfront,island,long stay,mid-range,near metro,ocean view,urban",2,5
P005633,"Barcelona, Spain",beach,hotel,250,"24h check-in,air conditioning,balcony,breakfast included,city view,elevator,kitchen,near metro,wifi,workspace","beach,budget,city center,family,long stay,romantic,urban",1,2
P005634,"Cancun, Mexico",beach,bungalow,190,"24h check-in,air conditioning,elevator,kitchen,parking,pet friendly,pool,workspace","beach,family,mid-range,romantic",3,6
P005635,"San Francisco, USA",coast,bungalow,260,"air conditioning,balcony,beach access,elevator,gym,pet friendly,smart lock,washer dryer,workspace","beachfront,coast,long stay,luxury,near metro,romantic,urban",2,5
P005636,"Hurghada, Egypt",beach,hotel,205,"24h check-in,air conditioning,elevator,kitchen,pool,security,smart lock,tv,workspace","beach,desert,family,mid-range,romantic",2,4
P005637,"Montreal, Canada",lake,cabin,245,"24h check-in,air conditioning,balcony,dock,elevator,lake view,parking,washer dryer,wifi,workspace","city center,lake,long stay,luxury,urban",1,3
P005638,"Berlin, Germany",urban,studio,95,"air conditioning,city view,elevator,gym,near metro,parking,pet friendly,washer dryer,wifi","long stay,mid-range,near metro,urban",1,2
P005639,"New Orleans, USA",coast,villa,225,"24h check-in,breakfast included,city view,elevator,kitchen,near metro,pet friendly,pool,sea view,tv,washer dryer","beachfront,city center,coast,family,long stay,mid-range,urban,villa",3,7
P005640,"Copenhagen, Denmark",coast,condo,245,"24h check-in,air conditioning,balcony,elevator,parking,pet friendly,washer dryer,workspace","beachfront,budget,business,coast,long stay,romantic,urban",2,5
P005641,"Marrakech, Morocco",urban,condo,135,"24h check-in,air conditioning,balcony,breakfast included,city view,heritage building,near metro,parking,pool,rooftop terrace,smart lock,washer dryer,workspace","budget,business,city center,desert,historic,urban",2,5
P005642,"Chamonix, France",mountain,guesthouse,120,"balcony,breakfast included,elevator,kitchen,pet friendly,tv","luxury,mountain,quiet,ski",1,1
P005643,"Phuket, Thailand",beach,bungalow,75,"beachfront,breakfast included,gym,outdoor shower,pet friendly,pool,security,washer dryer,wifi","beach,bungalow,family,island,mid-range,romantic",1,2
P005644,"Boston, USA",coast,villa,290,"balcony,beach access,city view,elevator,gym,kitchen,pet friendly,pool,washer dryer,wifi","beachfront,budget,city center,coast,long stay,ocean view,urban,villa",2,5
P005645,"Singapore, Singapore",urban,townhouse,320,"24h check-in,air conditioning,elevator,ocean view,pet friendly,pool,security,smart lock,tv","beachfront,business,island,luxury,pet-friendly,romantic,townhouse,urban",2,4
P005646,"Accra, Ghana",beach,condo,70,"24h check-in,air conditioning,balcony,beachfront,elevator,gym,near metro,pet friendly,security,tv,wifi","beach,beachfront,budget,business,long stay,romantic,urban",1,3
P005647,"Göreme, Turkey",mountain,luxury_tent,170,"24h check-in,balcony,fireplace,gym,heritage building,hot tub,kitchen,parking,pool,rooftop terrace,security,tv,wifi","desert,hiking,historic,luxury,mountain,nature",1,3
P005648,"Abu Dhabi, UAE",beach,luxury_tent,370,"air conditioning,breakfast included,kitchen,parking,pet friendly,rooftop terrace,shade courtyard,wifi","beach,beachfront,budget,city center,desert,ocean view,pet-friendly,urban",2,5
P005649,"Riyadh, Saudi Arabia",urban,loft,220,"air conditioning,balcony,breakfast included,elevator,kitchen,pool,rooftop terrace,washer dryer,wifi,workspace","business,desert,loft,mid-range,near metro,urban",3,6
P005650,"Siem Reap, Cambodia",urban,townhouse,210,"air conditioning,breakfast included,city view,elevator,kitchen,near metro,wifi,workspace","city center,historic,luxury,near metro,urban",2,5
P005651,"Miami, USA",beach,condo,220,"24h check-in,balcony,beach access,city view,elevator,near metro,ocean view,outdoor shower,security,smart lock,wifi","beach,beachfront,budget,condo,long stay,near metro,romantic,urban",3,6
P005652,"Mexico City, Mexico",urban,townhouse,175,"elevator,kitchen,near metro,pet friendly,smart lock,wifi,workspace","long stay,luxury,near metro,townhouse,urban",3,7
P005653,"Hamburg, Germany",waterfront,townhouse,170,"24h check-in,air conditioning,balcony,city view,near metro,parking,pet friendly,washer dryer,water view","city center,mid-range,near metro,townhouse,urban,waterfront",1,3
P005654,"Helsinki, Finland",coast,studio,175,"beach access,elevator,gym,near metro,parking,pet friendly,pool,sea view,security,wifi,workspace","beachfront,business,coast,luxury,ocean view,pet-friendly,urban",1,1
P005655,"Ottawa, Canada",lake,cabin,130,"24h check-in,air conditioning,breakfast included,kitchen,sauna,security,workspace","business,lake,mid-range,near metro,urban",2,4
P005656,"Lagos, Nigeria",beach,condo,125,"24h check-in,beach access,beachfront,city view,elevator,near metro,parking,pet friendly,pool,security,tv,workspace","beach,beachfront,budget,city center,family,pet-friendly,urban",2,4
P005657,"Buenos Aires, Argentina",urban,studio,140,"air conditioning,balcony,elevator,tv,washer dryer,wifi","mid-range,near metro,pet-friendly,studio,urban",1,1
P005658,"Busan, South Korea",beach,studio,135,"beach access,beachfront,breakfast included,city view,gym,kitchen,outdoor shower,parking,pet friendly,security,tv,workspace","beach,beachfront,business,mid-range,near metro,romantic,urban",1,1
P005659,"Medellín, Colombia",mountain,townhouse,165,"24h check-in,air conditioning,balcony,city view,gym,pet friendly,smart lock","budget,city center,hiking,mountain,near metro,quiet,townhouse,urban",1,3
P005660,"Denver, USA",mountain,villa,215,"24h check-in,breakfast included,city view,elevator,fireplace,hiking trails,near metro,parking,pet friendly,ski storage,smart lock,workspace","hiking,long stay,mid-range,mountain,near metro,ski,urban,villa",5,10
P005661,"Hanoi, Vietnam",urban,studio,70,"balcony,breakfast included,city view,gym,parking,pet friendly,smart lock,washer dryer,wifi","budget,business,long stay,urban",1,1
P005662,"Cairo, Egypt",urban,apartment,75,"24h check-in,air conditioning,balcony,city view,elevator,pet friendly,river view,tv","budget,desert,long stay,near metro,river,urban",2,5
P005663,"Sydney, Australia",beach,townhouse,265,"air conditioning,balcony,city view,elevator,ocean view,washer dryer,wifi","beach,budget,city center,family,long stay,ocean view,townhouse,urban",3,7
P005664,"Winnipeg, Canada",lake,condo,100,"air conditioning,dock,elevator,gym,kitchen,security,tv,washer dryer","business,lake,long stay,mid-range,urban",2,4
P005665,"Chicago, USA",lake,guesthouse,165,"air conditioning,balcony,elevator,kayaks,near metro,parking,sauna,smart lock,tv,washer dryer","business,lake,mid-range,pet-friendly,urban",3,6
P005666,"Lyon, France",urban,guesthouse,90,"balcony,gym,kitchen,security,tv,washer dryer,wifi","business,guesthouse,mid-range,near metro,urban",3,6
P005667,"Tokyo, Japan",urban,studio,235,"balcony,breakfast included,city view,near metro,parking,pet friendly,security,workspace","long stay,mid-range,near metro,urban",1,2
P005668,"Stockholm, Sweden",lake,hotel,305,"24h check-in,air conditioning,balcony,pet friendly,security,tv,workspace","business,family,hotel,island,lake,luxury,pet-friendly,romantic,urban",1,3
P005669,"Osaka, Japan",urban,guesthouse,80,"24h check-in,city view,elevator,kitchen,near metro,pet friendly,security,tv,washer dryer","budget,business,near metro,urban",2,5
P005670,"Buenos Aires, Argentina",urban,hotel,185,"breakfast included,city view,elevator,near metro,security,smart lock,tv,washer dryer","budget,business,pet-friendly,urban",1,3
P005671,"Rio de Janeiro, Brazil",beach,villa,335,"beach access,city view,elevator,fireplace,hiking trails,pet friendly,security,smart lock,washer dryer,workspace","beach,beachfront,budget,city center,long stay,mountain,nature,ocean view,ski,urban,villa",6,12
P005672,"Queenstown, New Zealand",mountain,guesthouse,145,"24h check-in,air conditioning,breakfast included,elevator,workspace","budget,guesthouse,lake,mountain,nature,quiet",2,4
P005673,"Dubai, UAE",beach,studio,180,"air conditioning,balcony,beach access,city view,gym,kitchen,ocean view,pet friendly,pool,shade courtyard,tv,washer dryer","beach,beachfront,budget,city center,desert,family,near metro,urban",1,1
P005674,"Split, Croatia",beach,bungalow,285,"air conditioning,balcony,beach access,elevator,gym,ocean view,pool,workspace","beach,beachfront,coast,luxury,ocean view",2,5
P005675,"Barcelona, Spain",beach,loft,155,"balcony,elevator,gym,kitchen,outdoor shower,parking,pool,wifi,workspace","beach,business,mid-range,near metro,ocean view,romantic,urban",3,6
P005676,"Pokhara, Nepal",mountain,villa,90,"breakfast included,dock,gym,kayaks,kitchen,sauna,tv,washer dryer","hiking,lake,luxury,mountain,quiet,villa",3,7
P005677,"Toronto, Canada",lake,chalet,290,"city view,dock,gym,kitchen,lake view,sauna,security,smart lock,tv,wifi","business,city center,lake,mid-range,urban",4,8
P005678,"Vienna, Austria",urban,loft,275,"balcony,breakfast included,gym,pet friendly,washer dryer,wifi","loft,long stay,mid-range,pet-friendly,urban",2,5
P005679,"New Orleans, USA",coast,apartment,165,"air conditioning,beach access,city view,elevator,gym,kitchen,near metro,pool,sea view,security,smart lock,tv,workspace","business,coast,family,long stay,luxury,ocean view,urban",1,2
P005680,"Rome, Italy",urban,loft,185,"balcony,breakfast included,near metro,parking,pet friendly,security,smart lock,wifi","long stay,luxury,pet-friendly,urban",2,4
P005681,"Hurghada, Egypt",beach,bungalow,145,"air conditioning,beach access,gym,ocean view,parking,pool,rooftop terrace,security,smart lock,workspace","beach,beachfront,budget,desert,romantic",1,2
P005682,"Melbourne, Australia",beach,guesthouse,175,"air conditioning,balcony,breakfast included,elevator,security,smart lock,tv","beach,beachfront,guesthouse,luxury,near metro,ocean view,pet-friendly,urban",1,1
P005683,"Copenhagen, Denmark",coast,guesthouse,155,"city view,elevator,kitchen,near metro,pool,sea view,security,smart lock,tv,washer dryer,workspace","budget,business,coast,long stay,ocean view,romantic,urban",1,2
P005684,"Portland, USA",forest,cabin,165,"balcony,elevator,gym,hammocks,parking,wifi","budget,forest,near metro,pet-friendly,quiet,ski,urban",3,6
P005685,"Zanzibar City, Tanzania",beach,hotel,125,"beachfront,gym,kitchen,outdoor shower,parking,pet friendly,pool,scooter rental,security,tv","beach,beachfront,budget,family,island",2,4
P005686,"Florence, Italy",urban,guesthouse,85,"air conditioning,balcony,breakfast included,city view,courtyard,elevator,heritage building,kitchen,near metro,rooftop terrace,smart lock,washer dryer","city center,historic,long stay,luxury,urban",1,2
P005687,"Los Angeles, USA",beach,villa,440,"breakfast included,city view,elevator,gym,security,workspace","beach,city center,hiking,long stay,mid-range,mountain,nature,ocean view,romantic,urban",5,11
P005688,"Munich, Germany",urban,hotel,225,"24h check-in,elevator,gym,security,smart lock","hotel,mid-range,near metro,pet-friendly,urban",1,1
P005689,"Valparaíso, Chile",coast,apartment,100,"24h check-in,balcony,elevator,gym,parking,washer dryer","apartment,beachfront,coast,luxury,romantic",2,5
P005690,"Accra, Ghana",beach,townhouse,120,"beach access,beachfront,breakfast included,city view,elevator,kitchen,near metro,outdoor shower,pet friendly,security,smart lock,wifi,workspace","beach,beachfront,city center,family,mid-range,pet-friendly,urban",2,4
P005691,"San Francisco, USA",coast,apartment,265,"24h check-in,air conditioning,city view,elevator,gym,kitchen,near metro,pet friendly,pool,security,tv,wifi","apartment,beachfront,city center,coast,luxury,ocean view,pet-friendly,urban",1,2
P005692,"San Diego, USA",beach,apartment,85,"24h check-in,air conditioning,balcony,city view,elevator,gym,kitchen,near metro,ocean view,parking,washer dryer","beach,city center,family,mid-range,ocean view,pet-friendly,urban",1,3
P005693,"Milan, Italy",urban,loft,175,"breakfast included,kitchen,near metro,parking,pet friendly,smart lock,wifi","business,loft,luxury,pet-friendly,urban",1,2
P005694,"Zanzibar City, Tanzania",beach,bungalow,115,"24h check-in,balcony,beach access,elevator,pet friendly,pool,scooter rental,washer dryer,workspace","beach,beachfront,family,island,mid-range",1,2
P005695,"Hong Kong, China",mountain,studio,320,"beachfront,breakfast included,elevator,hiking trails,parking,smart lock,tv","beach,budget,family,hiking,mountain,near metro,pet-friendly,romantic,ski,urban",1,2
P005696,"Sharjah, UAE",beach,villa,260,"24h check-in,air conditioning,city view,elevator,kitchen,near metro,outdoor shower,parking,pet friendly,pool,shade courtyard","beach,beachfront,desert,long stay,mid-range,ocean view,pet-friendly,urban",2,4
P005697,"Bangkok, Thailand",urban,condo,85,"balcony,elevator,gym,kitchen,near metro,parking,washer dryer,workspace","business,city center,luxury,urban",1,2
P005698,"Riyadh, Saudi Arabia",urban,condo,130,"24h check-in,air conditioning,gym,kitchen,near metro,security,wifi","desert,long stay,mid-range,near metro,urban",2,5
P005699,"New York, USA",urban,townhouse,315,"24h check-in,city view,elevator,gym,security,smart lock,washer dryer","mid-range,near metro,pet-friendly,urban",3,7
P005700,"Miami, USA",beach,bungalow,300,"balcony,city view,elevator,gym,near metro,parking,security,tv,wifi,workspace","beach,city center,mid-range,ocean view,pet-friendly,romantic,urban",2,4
P005701,"Porto, Portugal",coast,apartment,140,"air conditioning,city view,elevator,near metro,pet friendly,pool,smart lock,tv,washer dryer","apartment,beachfront,coast,long stay,mid-range,pet-friendly,romantic,urban",3,6
P005702,"Busan, South Korea",beach,guesthouse,135,"air conditioning,beachfront,city view,elevator,near metro,ocean view,outdoor shower,parking,pet friendly,tv,washer dryer,wifi","beach,beachfront,family,long stay,luxury,pet-friendly,urban",2,5
P005703,"Osaka, Japan",urban,hotel,180,"breakfast included,city view,parking,security,smart lock,tv","city center,luxury,near metro,urban",2,4
P005704,"Chamonix, France",mountain,villa,215,"24h check-in,air conditioning,balcony,boot warmers,hot tub,mountain view,pet friendly,smart lock,tv,washer dryer","budget,hiking,mountain,ski",5,11
P005705,"Sydney, Australia",beach,guesthouse,200,"24h check-in,air conditioning,balcony,beachfront,elevator,gym,kitchen,near metro,outdoor shower,parking,tv,washer dryer","beach,luxury,near metro,ocean view,pet-friendly,romantic,urban",2,5
P005706,"Prague, Czechia",urban,guesthouse,65,"city view,elevator,gym,parking,pet friendly,security","business,luxury,pet-friendly,urban",1,3
P005707,"Hamburg, Germany",waterfront,townhouse,210,"24h check-in,air conditioning,breakfast included,kitchen,parking,security,water view,wifi,workspace","budget,city center,pet-friendly,townhouse,urban,waterfront",3,7
P005708,"Krakow, Poland",urban,hotel,190,"24h check-in,courtyard,heritage building,kitchen,near metro,parking,rooftop terrace,tv,washer dryer","historic,luxury,near metro,pet-friendly,urban",2,4
P005709,"Istanbul, Turkey",waterfront,guesthouse,115,"air conditioning,balcony,city view,elevator,kitchen,near metro,security,wifi,workspace","city center,mid-range,near metro,urban,waterfront",1,3
P005710,"Zanzibar City, Tanzania",beach,apartment,175,"air conditioning,breakfast included,elevator,parking,pet friendly,washer dryer","beach,budget,family,island,romantic",1,2
P005711,"Los Angeles, USA",beach,condo,245,"24h check-in,air conditioning,breakfast included,gym,ocean view,parking,pet friendly,pool,smart lock,tv","beach,beachfront,business,city center,family,hiking,luxury,mountain,quiet,urban",2,5
P005712,"Sharjah, UAE",beach,townhouse,135,"air conditioning,balcony,breakfast included,city view,elevator,kitchen,near metro,pool,security,shade courtyard,washer dryer,workspace","beach,beachfront,budget,desert,long stay,pet-friendly,romantic,townhouse,urban",1,3
P005713,"Reykjavik, Iceland",coast,guesthouse,305,"elevator,gym,kitchen,panoramic window,pool,smart lock,tv,wifi,workspace","business,coast,family,guesthouse,mid-range,near metro,northern lights,romantic,urban",1,2
P005714,"Zanzibar City, Tanzania",beach,apartment,130,"24h check-in,beachfront,elevator,ocean view,outdoor shower,parking,pet friendly,pool,scooter rental,wifi","beach,family,island,luxury,ocean view",1,3
P005715,"Paris, France",urban,loft,290,"24h check-in,elevator,kitchen,near metro,security,tv,washer dryer,wifi,workspace","long stay,luxury,near metro,urban",2,4
P005716,"Cappadocia, Turkey",mountain,hotel,165,"air conditioning,balcony,fireplace,hot tub,mountain view,parking,pet friendly,rooftop terrace,shade courtyard,tv,wifi","budget,desert,historic,hotel,mountain,quiet,ski",1,2
P005717,"Calgary, Canada",mountain,villa,255,"elevator,fireplace,hiking trails,kitchen,near metro,parking,security,ski storage,smart lock,tv,washer dryer,wifi","business,city center,mid-range,mountain,nature,ski,urban",5,11
P005718,"Hong Kong, China",mountain,chalet,320,"elevator,gym,parking,pet friendly,security,wifi","beach,beachfront,business,chalet,hiking,mid-range,mountain,nature,near metro,romantic,urban",3,7
P005719,"Punta Cana, Dominican Republic",beach,hotel,200,"24h check-in,air conditioning,beach access,elevator,outdoor shower,tv,washer dryer,wifi","beach,family,luxury,ocean view",1,1
P005720,"Hurghada, Egypt",beach,bungalow,110,"balcony,gym,ocean view,pool,security,wifi,workspace","beach,bungalow,desert,luxury,ocean view,romantic",3,6
P005721,"Portland, USA",forest,townhouse,155,"24h check-in,firepit,gym,parking,tv,wifi","budget,forest,hiking,nature,near metro,pet-friendly,townhouse,urban",3,7
P005722,"Miami, USA",beach,guesthouse,305,"air conditioning,balcony,elevator,near metro,parking,smart lock,wifi,workspace","beach,city center,family,mid-range,pet-friendly,romantic,urban",3,6
P005723,"Hamburg, Germany",waterfront,hotel,150,"24h check-in,air conditioning,balcony,city view,elevator,gym,pet friendly,security,washer dryer,water view,wifi","budget,business,city center,hotel,urban,waterfront",1,1
P005724,"Cusco, Peru",mountain,apartment,75,"balcony,breakfast included,elevator,gym,hiking trails,hot tub,security,ski storage,tv,workspace","city center,mid-range,mountain,nature,near metro,quiet,urban",1,3
P005725,"Barcelona, Spain",beach,studio,160,"breakfast included,elevator,ocean view,outdoor shower,pool,smart lock,tv,washer dryer","beach,beachfront,business,family,luxury,pet-friendly,urban",1,2
P005726,"Marrakech, Morocco",urban,villa,145,"24h check-in,air conditioning,courtyard,elevator,heritage building,parking,rooftop terrace,smart lock","city center,desert,historic,mid-range,near metro,urban",3,7
P005727,"Leh, India",mountain,guesthouse,25,"24h check-in,elevator,fireplace,gym,hot tub,kitchen,mountain view,rooftop terrace,tv,washer dryer","desert,hiking,mid-range,mountain,quiet",1,1
P005728,"Venice, Italy",waterfront,guesthouse,135,"balcony,breakfast included,gym,near metro,parking,washer dryer,workspace","budget,guesthouse,near metro,pet-friendly,urban,waterfront",2,4
P005729,"Krakow, Poland",urban,apartment,155,"air conditioning,balcony,city view,elevator,gym,kitchen,near metro,pet friendly,tv,washer dryer,workspace","apartment,business,historic,luxury,near metro,urban",3,6
P005730,"Muscat, Oman",beach,guesthouse,170,"24h check-in,air conditioning,balcony,beachfront,gym,hot tub,mountain view,outdoor shower,pet friendly,pool,rooftop terrace,security,shade courtyard,washer dryer,wifi","beach,beachfront,budget,desert,guesthouse,long stay,mountain,nature,near metro,ocean view,ski,urban",2,5
P005731,"Budapest, Hungary",urban,guesthouse,135,"balcony,breakfast included,city view,elevator,near metro,pet friendly,river view,smart lock,washer dryer,wifi,workspace","guesthouse,mid-range,near metro,pet-friendly,river,urban",3,6
P005732,"Victoria, Seychelles",beach,condo,160,"24h check-in,balcony,beachfront,gym,ocean view,parking,pet friendly,pool,wifi,workspace","beach,island,mid-range,ocean view,romantic",1,2
P005733,"Amman, Jordan",urban,townhouse,210,"balcony,breakfast included,city view,elevator,kitchen,near metro,pet friendly,pool,rooftop terrace,shade courtyard,workspace","city center,desert,luxury,pet-friendly,townhouse,urban",2,4
P005734,"Marrakech, Morocco",urban,condo,110,"24h check-in,air conditioning,balcony,courtyard,elevator,gym,kitchen,pet friendly,rooftop terrace,security","business,desert,historic,long stay,luxury,urban",2,5
P005735,"Goa, India",beach,villa,130,"air conditioning,beachfront,elevator,gym,outdoor shower,pool,smart lock,washer dryer","beach,beachfront,luxury,ocean view",3,7
P005736,"Rome, Italy",urban,apartment,175,"balcony,city view,elevator,gym,tv,wifi,workspace","budget,business,city center,urban",1,3
